vineyard_field_id,smoke_days,smoke_density_weighted_days,max_density_weight,area_ha,ha_smoke_days
VYD_00356,8,20,3,0.2352690201643642,1.8821521613149137
VYD_00357,8,20,3,0.38700642140480807,3.0960513712384645
VYD_00358,8,21,3,0.08574296604816213,0.685943728385297
VYD_00359,8,20,3,0.2837307100934774,2.269845680747819
VYD_00360,8,20,3,0.5234518327550509,4.187614662040407
VYD_00361,8,20,3,0.15736361054919726,1.258908884393578
VYD_00362,8,20,3,0.3756603346681542,3.0052826773452335
VYD_00363,8,21,3,0.32395702706042095,2.5916562164833676
VYD_00364,9,21,3,0.2308260629306762,2.077434566376086
VYD_00365,7,18,3,0.19446667885320615,1.361266751972443
VYD_00366,8,20,3,0.13303081729509114,1.0642465383607291
VYD_00367,8,21,3,0.09923320073997279,0.7938656059197823
VYD_00368,8,20,3,0.1263412622711132,1.0107300981689056
VYD_00369,8,20,3,0.08226535142929371,0.6581228114343497
VYD_00370,7,18,3,0.5509204619432789,3.8564432336029526
VYD_00371,8,21,3,0.19244640605520322,1.5395712484416257
VYD_00372,8,20,3,0.5051327543944736,4.041062035155789
VYD_00373,8,20,3,0.23786146119115947,1.9028916895292758
VYD_00374,8,21,3,0.41480745959099147,3.3184596767279317
VYD_00375,7,17,3,0.14112352107819692,0.9878646475473785
VYD_00376,8,21,3,0.12070779473195571,0.9656623578556457
VYD_00377,8,21,3,0.20423598908125934,1.6338879126500747
VYD_00378,7,17,3,0.35273994390490987,2.469179607334369
VYD_00379,7,18,3,0.5299386920139108,3.7095708440973754
VYD_00380,8,17,3,0.12913989420221292,1.0331191536177033
VYD_00381,8,21,3,0.575277236493865,4.60221789195092
VYD_00382,8,20,3,0.2478398376570938,1.9827187012567504
VYD_00383,8,20,3,0.08927328935527035,0.7141863148421628
VYD_00384,8,21,3,0.18360818749797578,1.4688654999838062
VYD_00385,8,18,3,0.20772495970273294,1.6617996776218635
VYD_00386,8,20,3,0.2372659568680071,1.8981276549440569
VYD_00387,8,20,3,0.5404591392239195,4.323673113791356
VYD_00388,8,20,3,0.17545430884723706,1.4036344707778965
VYD_00389,8,20,3,0.3168641633511716,2.534913306809373
VYD_00390,8,20,3,0.10038764027984282,0.8031011222387425
VYD_00391,8,20,3,0.6128714772942492,4.902971818353993
VYD_00392,7,19,3,0.09278605996173556,0.6495024197321488
VYD_00393,8,20,3,0.3667623441520224,2.9340987532161793
VYD_00394,8,20,3,0.23110391799713617,1.8488313439770894
VYD_00395,7,18,3,0.4100900321178462,2.8706302248249234
VYD_00396,8,18,3,0.383290637545363,3.066325100362904
VYD_00397,8,21,3,0.1269785121773383,1.0158280974187064
VYD_00398,7,18,3,0.2186724425085968,1.5307070975601775
VYD_00399,8,20,3,0.19075540749688918,1.5260432599751135
