vineyard_field_id,NDVI_2015,NDVI_2016,NDVI_2017,NDVI_2018,NDVI_2019,NDVI_2020,NDVI_2021,area_ha,in_perimeter,recov_2020_ratio,recov_2021_ratio,drop_2019_2020,drop_2019_2021
VYD_00094,0.21873643398028805,0.2830303157470316,0.2986942645908256,0.30496911809970983,0.33408654285037265,0.29805974598704005,0.2914470649660232,0.4265630439068811,0,0.8921632803406034,0.8723699628229371,-0.0360267968633326,-0.042639477884349464
VYD_00095,0.2557224693973333,0.2888507960121627,0.3249943993870522,0.3271905133134745,0.3214779746025867,0.30953066118439826,0.28540444379018637,0.11147545738180954,0,0.9628362924926418,0.8877884842437661,-0.011947313418188443,-0.036073530812400334
VYD_00096,0.40728664393609787,0.39383491880616484,0.43314724185216685,0.43743875089222667,0.45413456315885725,0.41635905655850936,0.38046037938110056,0.39729225770713805,0,0.9168186928174107,0.8377701462198874,-0.0377755066003479,-0.0736741837777567
VYD_00097,0.43584190091205177,0.4328274144550801,0.45038199165407317,0.42901626851083235,0.43487785025564607,0.40404419823077553,0.38393963178975193,0.5970375760285451,1,0.9290981317932271,0.8828677560010249,-0.03083365202487054,-0.050938218465894136
VYD_00098,0.6289220292813814,0.6588636033948343,0.6300934356211418,0.624590700857304,0.5594564313490188,0.568009193855614,0.44208773951883895,0.09775996059938985,0,1.0152876292546533,0.7902094153298616,0.008552762506595202,-0.11736869183017984
VYD_00099,0.39286365121260464,0.4133127149185916,0.41547548259126743,0.41852438641005557,0.44270371297995254,0.3636455208302915,0.35263144346146763,0.5321702873294015,1,0.8214196316143364,0.7965405148464075,-0.07905819214966103,-0.0900722695184849
VYD_00100,0.4218290607071494,0.43554815171132877,0.38206890492140194,0.425305392033958,0.43109567709125374,0.3811389244174015,0.3531321176262789,0.17339315644805234,0,0.8841167858352765,0.8191502174389199,-0.049956752673852245,-0.07796355946497485
VYD_00101,0.3433794218206646,0.3471818537940654,0.3676928366115494,0.35458725237110394,0.33807618148446533,0.2902104327598323,0.304245036366055,0.582938466654789,1,0.858417269993827,0.8999304092649754,-0.047865748724633006,-0.033831145118410344
VYD_00102,0.4297938762487446,0.41387273469398683,0.4100729827452286,0.4016324030162042,0.41543998375204194,0.346746103419669,0.3833994681900912,0.515246014838334,0,0.8346478841252475,0.9228757057214927,-0.06869388033237295,-0.032040515561950755
VYD_00103,0.24456819474928412,0.25299462347141116,0.2539659684731846,0.26852262813297756,0.24240914732387858,0.21790817605458665,0.2659676583138157,0.5382482654919434,0,0.8989271999849221,1.0971849092743229,-0.024500971269291932,0.02355851098993711
VYD_00104,0.4187673046350913,0.3909168153611794,0.3440356488623863,0.37386768583471697,0.3886389672134693,0.3502885499529275,0.3085282564587693,6.358813790685534,0,0.901321224849085,0.7938685579341372,-0.03835041726054178,-0.0801107107547
VYD_00105,0.4120961834176057,0.3972426845797991,0.4020244485840737,0.43072958535309325,0.41742745516830787,0.41548113569805534,0.4079485141732833,0.1277956521007162,0,0.9953373467745006,0.977292003969402,-0.0019463194702525333,-0.009478940995024554
VYD_00106,0.48892309187148847,0.4980386147278876,0.5089564009256939,0.42132590515257834,0.3106950609076298,0.31087190799454806,0.32721519165839436,0.13979298103778942,0,1.0005691982563276,1.0531715267777495,0.00017684708691823037,0.016520130750764528
